City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
181,Khatanga,71.9667,102.5,-25.31,81,0,14.36,RU,2021-01-18 02:51:15
182,Kaitangata,-46.2817,169.8464,55.99,72,100,4.0,NZ,2021-01-18 02:51:34
183,Gillette,44.2911,-105.5022,33.8,86,90,8.05,US,2021-01-18 02:58:55
184,Fukue,32.6881,128.8419,44.6,76,75,5.75,JP,2021-01-18 02:58:56
185,Muromtsevo,56.3724,75.2418,8.31,94,100,13.76,RU,2021-01-18 02:58:56
186,Hermanus,-34.4187,19.2345,66.0,82,11,5.99,ZA,2021-01-18 02:50:54
187,Sitka,57.0531,-135.33,39.2,93,90,6.91,US,2021-01-18 02:50:47
188,Nhulunbuy,-12.2333,136.7667,80.6,94,75,1.14,AU,2021-01-18 02:51:33
189,Kilindoni,-7.9139,39.6668,81.0,78,97,11.18,TZ,2021-01-18 02:51:40
190,Chai Nat,15.1167,100.1,78.01,40,16,13.71,TH,2021-01-18 02:58:57
191,Morristown,36.214,-83.2949,41.0,60,75,5.75,US,2021-01-18 02:58:22
192,Henties Bay,-22.116,14.2845,66.0,87,59,4.16,NA,2021-01-18 02:51:38
193,Snyder,32.7179,-100.9176,42.8,49,1,6.91,US,2021-01-18 02:58:58
194,Victor Harbor,-35.5667,138.6167,73.99,74,85,3.0,AU,2021-01-18 02:51:07
195,Pipar,26.3856,73.5378,60.91,49,0,9.62,IN,2021-01-18 02:58:59
196,Fethiye,36.6217,29.1164,33.8,93,0,6.91,TR,2021-01-18 02:58:47
197,Antofagasta,-23.65,-70.4,66.2,77,20,8.05,CL,2021-01-18 02:53:35
198,Shache,38.4167,77.2406,20.21,80,99,0.81,CN,2021-01-18 02:59:00
199,Cabo San Lucas,22.8909,-109.9124,68.0,68,1,4.61,MX,2021-01-18 02:50:02
200,Kamenka,51.3223,42.7678,1.99,88,100,5.26,RU,2021-01-18 02:59:00
201,Cuaspud,0.8628,-77.7263,49.28,90,88,0.56,CO,2021-01-18 02:59:00
202,Kokkola,63.8385,23.1307,28.99,93,90,10.36,FI,2021-01-18 02:59:01
203,Hambantota,6.1241,81.1185,75.2,100,20,2.3,LK,2021-01-18 02:51:12
204,Umm Kaddadah,13.6017,26.6876,62.33,28,1,16.73,SD,2021-01-18 02:48:10
205,Salvador,13.8333,-88.9167,75.2,88,0,2.3,SV,2021-01-18 02:59:01
206,Wabag,-5.4781,143.7021,69.01,64,100,6.13,PG,2021-01-18 02:59:02
207,Ancud,-41.8697,-73.8203,55.99,87,0,4.61,CL,2021-01-18 02:59:02
208,Ushtobe,45.2514,77.9838,15.13,88,43,3.42,KZ,2021-01-18 02:59:02
209,Broome,42.2506,-75.833,35.01,80,90,10.36,US,2021-01-18 02:59:03
210,Kuching,1.55,110.3333,82.0,78,40,13.8,MY,2021-01-18 02:58:27
211,Huarmey,-10.0681,-78.1522,69.98,82,98,6.58,PE,2021-01-18 02:59:03
212,Goundam,16.4145,-3.6708,63.3,24,1,12.08,ML,2021-01-18 02:54:12
213,Guerrero Negro,27.9769,-114.0611,64.35,40,0,7.63,MX,2021-01-18 02:52:51
214,Dakar,14.6937,-17.4441,75.2,64,91,10.36,SN,2021-01-18 02:55:16
215,Galesong,-5.3166,119.3661,77.0,94,40,9.22,ID,2021-01-18 02:59:04
216,Norfolk,42.1668,-71.2495,41.0,60,0,14.97,US,2021-01-18 02:58:26
217,Cavalcante,-13.7975,-47.4583,68.09,86,100,2.89,BR,2021-01-18 02:59:05
218,Forestville,38.8451,-76.875,43.0,65,1,5.75,US,2021-01-18 02:59:05
219,Besancon,47.2488,6.0182,34.0,100,100,4.14,FR,2021-01-18 02:59:06
220,Meulaboh,4.1363,96.1285,83.12,69,96,2.21,ID,2021-01-18 02:59:06
221,Srednekolymsk,67.45,153.6833,-40.34,81,52,3.2,RU,2021-01-18 02:52:06
